Name,PartNumber,Category,SubCategory,Collection,Style,ArtType,WoodType,Material,Color,Size,Weight,Dimensions,Price,MRP,Stock,Tag,HandPainted,BestSeller,NewArrival,GiftReady,IsActive,AmazonURL,Description,Image1,Image2,Image3,Image4,Image5
"Striped Wooden Rectangular Serving Tray for Tea & Snacks | Decorative Kitchen & Dining Table Tray for Serving, Breakfast & Home Decor | Modern Wooden Tray",LF/Wooden Tray With Stripes,Woodcraft,Trays & Platters,earthy-tones,Traditional,,,Wood,Brown,Standard,,,499,999,30,,No,No,No,No,Yes,,Stylish Striped Wooden Design for Modern Look – Features an elegant stripe pattern that adds a contemporary and premium touch to your serving setup.,https://m.media-amazon.com/images/I/61uqhjmA+TL.jpg,https://m.media-amazon.com/images/I/71B21jfBsDL.jpg,https://m.media-amazon.com/images/I/81RABLbE7vL.jpg,https://m.media-amazon.com/images/I/71OKkk6yZZL.jpg,https://m.media-amazon.com/images/I/71UHEJGfysL.jpg
"Traditional Mithila art Wooden Serving Tray for Tea & Snacks, Handcrafted Madhubani Painting Ethnic Kitchen Tray for Dining Table, Indian, Modern Style Home Decor Gift",Lady with Matka Tray_PR,Artisan,Madhubani & Folk,folk-heritage,,Hand Painted,,Wood,Multicolor,Small,,,999,2999,1,,Yes,No,No,No,Yes,,Features ethnic village art adding a unique visual identity,https://m.media-amazon.com/images/I/61igRoQOlWL.jpg,https://m.media-amazon.com/images/I/71GuQksXWBL.jpg,https://m.media-amazon.com/images/I/716gL3Zlr8L.jpg,https://m.media-amazon.com/images/I/715-Vi29NsL.jpg,https://m.media-amazon.com/images/I/71k-6jREjTL.jpg
"Crafted Charm wooden Serving Trio Tray for Tea & Snacks, Modern Kitchen Tray for Dining Table & Stylish Home Decor Item",OE-C5LP-IKWJ,Artisan,Folk Art Trays,folk-heritage,Traditional,Hand Painted,,,Brown,"Large, Medium, Small",,,1199,2999,1,,Yes,No,No,No,Yes,,This wooden serving platter set includes three convenient sizes: • Large: 15 x 6 x 1.6 inches • Medium: 14 x 6 x 1.6 inches • Small: 12 x 6 x 1.6 inches,https://m.media-amazon.com/images/I/71Icta9sG7L.jpg,https://m.media-amazon.com/images/I/71vAjlKyhlL.jpg,https://m.media-amazon.com/images/I/71nEt88PIYL.jpg,https://m.media-amazon.com/images/I/71v3T1Bj3aL.jpg,https://m.media-amazon.com/images/I/71-XomuSByL.jpg
"Peacock Design Wooden Serving Tray for Tea & Coffee, Decorative Kitchen Tray for Dining Table Setup, Premium Artistic Home Decor Gift Item",Peacock Wooden Tray_PR,Artisan,Folk Art Trays,folk-heritage,Classic,Hand Painted,,Wood,Multicolor,Small,,,999,2999,1,,Yes,No,No,No,Yes,,Features peacock royal art adding a unique visual identity,https://m.media-amazon.com/images/I/71S-1Kz7TXL.jpg,https://m.media-amazon.com/images/I/81leShzEt2L.jpg,https://m.media-amazon.com/images/I/71TtuUwEeaL.jpg,https://m.media-amazon.com/images/I/71gRD6ajZYL.jpg,https://m.media-amazon.com/images/I/71Upi6-GdLL.jpg
"Wooden Serving Tray with Handles – Round Acacia Wood Tray for Serving Food, Coffee, Tea, Breakfast – Decorative Ottoman Tray for Kitchen, Dining Table & Home Decor (10""x10"")",WSTR01,Woodcraft,Trays & Platters,earthy-tones,Traditional,,,Acacia Wood,Brown,"Large, Medium, Small",,,455,999,36,,No,No,No,No,Yes,,"Premium Acacia Wood Crafted from durable, eco-friendly acacia wood with a beautiful natural grain, making each tray unique and long-lasting.",https://m.media-amazon.com/images/I/712wqBrvsAL.jpg,https://m.media-amazon.com/images/I/71vBAELy3qL.jpg,https://m.media-amazon.com/images/I/71HG+UrESzL.jpg,https://m.media-amazon.com/images/I/71tL73SuriL.jpg,https://m.media-amazon.com/images/I/71iZj8W2OZL.jpg
Handcrafted Warli Art Wooden Tray – Farming Scene Hand-Painted Serving Tray | Ethnic Home Décor Platter,WT001,Artisan,Warli & Tribal,folk-heritage,Traditional,Hand Painted,,Wood,Brown,M,,,969,2999,1,,Yes,No,No,No,Yes,,"AUTHENTIC WARLI TRIBAL ART: This tray showcases a meticulously hand-painted Warli scene, depicting the rhythmic life of a traditional farming village. The ancient stick-figure style tells a story of h",https://m.media-amazon.com/images/I/617Vv0B06YL.jpg,https://m.media-amazon.com/images/I/71S8kKhzgtL.jpg,https://m.media-amazon.com/images/I/713JnnhVSTL.jpg,https://m.media-amazon.com/images/I/71AEKPco0BL.jpg,https://m.media-amazon.com/images/I/7141bl0o4KL.jpg
"Hand-Painted Wooden Bark Tray, Ethnic Tribal Lady Portrait Art, Natural Live-Edge Wood Decorative Platter, Colorful African-Inspired Wall Art or Table Decor, Unique Artisan Gift",WT002,Artisan,Warli & Tribal,folk-heritage,Traditional,Hand Painted,,Wood,Brown,M,,,899,2999,1,,Yes,No,No,No,Yes,,"NATURAL LIVE-EDGE BARK: Each tray is carved from a real wood log slice, preserving the authentic rough bark on the outer edges. This ""live-edge"" look brings a raw, organic element of nature directly i",https://m.media-amazon.com/images/I/61MjIXmzdfL.jpg,https://m.media-amazon.com/images/I/71qfZE9wPxL.jpg,https://m.media-amazon.com/images/I/71ACt2LXIfL.jpg,https://m.media-amazon.com/images/I/71CYpOFtc4L.jpg,https://m.media-amazon.com/images/I/71eu4sm2ChL.jpg
"Handcrafted Moon Shape Wooden Serving Tray for Tea & Snacks, Decorative Kitchen Tray for Dining Table & Unique Home Decor Styling",Wooden Moon Tray_PR,Woodcraft,Trays & Platters,earthy-tones,Classic,,,Wood,Multicolor,Small,,,799,2999,1,,No,No,No,No,Yes,,Features moon shape adding a unique visual identity,https://m.media-amazon.com/images/I/61IS0+rZaNL.jpg,https://m.media-amazon.com/images/I/71i9kqtGkHL.jpg,https://m.media-amazon.com/images/I/71hhCzmZzzL.jpg,https://m.media-amazon.com/images/I/715cDBRBfNL.jpg,https://m.media-amazon.com/images/I/71r7-95Dy6L.jpg
"Large Wooden Round Serving Tray with Handles | Multipurpose Tea & Snack Tray for Kitchen, Dining Table & Coffee Table | Durable Wooden Serving Platter with Grip",Wooden Round Tray Large With Handle,Woodcraft,Trays & Platters,earthy-tones,Traditional,,,Wood,Brown,12 Inch,,,490,999,50,,No,No,No,No,Yes,,"Large Round Design for Spacious Serving – Provides ample surface area to serve tea, coffee, snacks, breakfast, or multiple items comfortably in one tray.",https://m.media-amazon.com/images/I/71lKJOzEojL.jpg,https://m.media-amazon.com/images/I/61OwmifqCiL.jpg,https://m.media-amazon.com/images/I/71yn1WUY9kL.jpg,https://m.media-amazon.com/images/I/71jD6YqnfbL.jpg,https://m.media-amazon.com/images/I/61vr67YjYBL.jpg
"Wooden Round Serving Tray with Handles | Compact Tea & Snack Tray for Kitchen, Dining Table & Coffee Table | Multipurpose Wooden Tray with Easy Grip (10'X10"")",Wooden Round Tray Small With Handle,Woodcraft,Trays & Platters,earthy-tones,Traditional,,,Wood,Brown,10 Inch,,,399,999,90,,No,No,No,No,Yes,,"Large Round Design for Spacious Serving – Provides ample surface area to serve tea, coffee, snacks, breakfast, or multiple items comfortably in one tray.",https://m.media-amazon.com/images/I/71nf7kH9dYL.jpg,https://m.media-amazon.com/images/I/71C+78TEKQL.jpg,https://m.media-amazon.com/images/I/51XUXjLWpuL.jpg,https://m.media-amazon.com/images/I/712T8hSBj1L.jpg,https://m.media-amazon.com/images/I/71Q4GK3GQUL.jpg
"Fish Design Wooden Serving Tray for Tea & Snacks, Decorative Kitchen Tray for Dining Table & Home Decor Styling",Wooden Tray Fish_PR,Woodcraft,Trays & Platters,earthy-tones,Classic,,,Wood,Multicolor,Small,,,899,2999,1,,No,No,No,No,Yes,,Features fish art adding a unique visual identity,https://m.media-amazon.com/images/I/71OTAgmIJsL.jpg,https://m.media-amazon.com/images/I/71niMBuSwsL.jpg,https://m.media-amazon.com/images/I/71HMy7m3T9L.jpg,https://m.media-amazon.com/images/I/71QCoMpWxML.jpg,https://m.media-amazon.com/images/I/71qfQ3Y7cbL.jpg
"Wooden Serving Tray with Lady Deer Design, Decorative Tea & Snacks Tray for Dining Table, Kitchen & Home Decor Use",Wooden Tray Lady Deer_PR,Artisan,Folk Art Trays,folk-heritage,Classic,Hand Painted,,Wood,Multicolor,Small,,,899,2999,1,,Yes,No,No,No,Yes,,Features lady deer art adding a unique visual identity,https://m.media-amazon.com/images/I/615ZCYjvphL.jpg,https://m.media-amazon.com/images/I/71KoT-1kuWL.jpg,https://m.media-amazon.com/images/I/711kzI6J9dL.jpg,https://m.media-amazon.com/images/I/71yTFEZ-AqL.jpg,https://m.media-amazon.com/images/I/71rRD1fOUCL.jpg
"Striped Wooden Serving Tray for Tea & Snacks, Modern Kitchen Tray for Dining Table & Stylish Home Decor Item",Wooden Tray Stripes_PR,Woodcraft,Trays & Platters,earthy-tones,Classic,,,Wood,Multicolor,Small,,,899,2999,1,,No,No,No,No,Yes,,Features stripe tray adding a unique visual identity,https://m.media-amazon.com/images/I/719ZM79mapL.jpg,https://m.media-amazon.com/images/I/71bUm2Bw5EL.jpg,https://m.media-amazon.com/images/I/71+OEnOv9OL.jpg,https://m.media-amazon.com/images/I/71FMg6NAdWL.jpg,https://m.media-amazon.com/images/I/716Rga0Zs4L.jpg
"Wooden Serving Tray for Tea & Snacks, Decorative Kitchen Tray for Dining Table, Stylish Modern Home Decor & Gifting Item/Restaurant/Hotel/Office Organizers",Wooden Yellow Tray_PR,Woodcraft,Trays & Platters,earthy-tones,Classic,,,Wood,Multicolor,Small,,,899,1999,10,,No,No,No,No,Yes,,Features bright tray adding a unique visual identity,https://m.media-amazon.com/images/I/61lhI9Vsg4L.jpg,https://m.media-amazon.com/images/I/71e2rkJohKL.jpg,https://m.media-amazon.com/images/I/71KuaIpOddL.jpg,https://m.media-amazon.com/images/I/71tsEk92IeL.jpg,https://m.media-amazon.com/images/I/71qBP5Rdt4L.jpg
Hand-Painted African Art Woman black Ceramic Planter Hand Crafted Flower Pot for Indoor and Outdoor Plant Vase,1J-LBCS-ZRPT,Minimal,Decorative Pots,forest-nature,,Hand Painted,,,Multicolor,Medium,,,1599,2999,1,,Yes,No,No,No,Yes,,"Material: Made from ceramic and painted with vibrant, handcrafted details",https://m.media-amazon.com/images/I/51m6lfvAqIL.jpg,https://m.media-amazon.com/images/I/71u4IvXTvqL.jpg,https://m.media-amazon.com/images/I/71yXXlSnB9L.jpg,https://m.media-amazon.com/images/I/71-o23GZtGL.jpg,https://m.media-amazon.com/images/I/61mlpHwz4YL.jpg
Radiant Heritage Hand-Painted Ceramic Planter,E9-14DY-RKW7,Minimal,Decorative Pots,forest-nature,,Hand Painted,,,Multicolor,Medium,,,1699,2999,1,,Yes,No,No,No,Yes,,"Premium Quality Material – Crafted from high-quality ceramic with a smooth finish, ensuring durability and long-lasting shine for everyday or decorative use.",https://m.media-amazon.com/images/I/51Sj8v2GRIL.jpg,https://m.media-amazon.com/images/I/71f2SKT0WLL.jpg,https://m.media-amazon.com/images/I/61YamPycJJL.jpg,https://m.media-amazon.com/images/I/71ANp51oiuL.jpg,https://m.media-amazon.com/images/I/719mvp2kJcL.jpg
Royal Jhumka Hand-Painted Ceramic Planter | Mughal-Inspired Tapered Vase for Indoor & Outdoor Décor,K1-ZS34-TOSF,Minimal,Decorative Pots,forest-nature,,Hand Painted,,,Multicolor,Medium,,,1999,2999,1,,Yes,No,No,No,Yes,,"Material: Made from ceramic and painted with vibrant, handcrafted details",https://m.media-amazon.com/images/I/61RFOvNK6dL.jpg,https://m.media-amazon.com/images/I/71le9i046VL.jpg,https://m.media-amazon.com/images/I/71qbIkQk8IL.jpg,https://m.media-amazon.com/images/I/71LqsNA8nqL.jpg,https://m.media-amazon.com/images/I/71BV-8PxZyL.jpg
"Ceramic Wall Decor Plate with Cow Design, Artistic Hanging Plate for Living Room, Hallway & Traditional Home Decoration (Orange)",Ceramic Plate Orange Cow_PR,Artisan,Painted Wooden Decor,handcrafted-india,,Hand Painted,,Ceramic,Multicolor,Small,,,1299,2999,1,,Yes,No,No,No,Yes,,Features cow yellow art adding a unique visual identity,https://m.media-amazon.com/images/I/613lk1qjMPL.jpg,https://m.media-amazon.com/images/I/71fQ8Tf25wL.jpg,https://m.media-amazon.com/images/I/71W+fBmdKiL.jpg,https://m.media-amazon.com/images/I/71uZLIATklL.jpg,https://m.media-amazon.com/images/I/71fZxRhTwuL.jpg
"Ceramic Wall Decor Plate with Cow Design, Artistic Hanging Plate for Living Room, Hallway & Traditional Home Decoration (Red)",Ceramic Plate Red Cow_PR,Artisan,Painted Wooden Decor,handcrafted-india,,Hand Painted,,Ceramic,Multicolor,Small,,,1299,2999,1,,Yes,No,No,No,Yes,,Features cow yellow art adding a unique visual identity,https://m.media-amazon.com/images/I/614W-k15GBL.jpg,https://m.media-amazon.com/images/I/71BM5o8spJL.jpg,https://m.media-amazon.com/images/I/71HMYiWIDIL.jpg,https://m.media-amazon.com/images/I/71c74929mkL.jpg,https://m.media-amazon.com/images/I/71UzUh8+x2L.jpg
"Ceramic Decorative Wall Plate with Yellow Cow Design, Artistic Hanging Plate for Living Room, Bedroom & Traditional Home Decor",Ceramic Plate Yellow Cow_PR,Artisan,Painted Wooden Decor,handcrafted-india,,Hand Painted,,Ceramic,Multicolor,Small,,,1299,2999,1,,Yes,No,No,No,Yes,,Features cow yellow art adding a unique visual identity,https://m.media-amazon.com/images/I/61aY98yPAkL.jpg,https://m.media-amazon.com/images/I/71TNuJVNclL.jpg,https://m.media-amazon.com/images/I/61iXJU5waxL.jpg,https://m.media-amazon.com/images/I/71d2CZaxmML.jpg,https://m.media-amazon.com/images/I/71E2UivsogL.jpg
"Ceramic Wall Decor Plate with Cow Design, Artistic Hanging Plate for Living Room, Hallway & Traditional Home Decoration",D7-Y8KT-ZXYK,Artisan,Painted Wooden Decor,handcrafted-india,,Hand Painted,,Ceramic,Multicolor,Small,,,1199,0,10,,Yes,No,No,No,Yes,,Features cow yellow art adding a unique visual identity,,,,,
Wooden Handpainted Copper Finish Jharokha | Traditional Jaipuri Style Wall Hanging Jharokha Showpiece | Decorative Home Decor,Jharokha01,Artisan,Painted Wooden Decor,handcrafted-india,,Hand Painted,,Wood,Brown,L,,,1095,3999,1,,Yes,No,No,No,Yes,,"Authentic Handcrafted Art: Each Jharokha is meticulously handcrafted by skilled artisans, ensuring that every piece is unique and carries the charm of traditional Indian craftsmanship",https://m.media-amazon.com/images/I/61UcYDMRfpL.jpg,https://m.media-amazon.com/images/I/81gYEOeOEPL.jpg,,,
"Wooden Jharokha Wall Decor Frame | Traditional Indian Window Style Wall Hanging for Living Room, Hallway & Home Decoration-Blue",LF/Blue Jharokhe,Artisan,Painted Wooden Decor,handcrafted-india,,Hand Painted,,Wood,Blue,Standard,,,489,999,85,,Yes,No,No,No,Yes,,"Traditional Jharokha Design with Vibrant Blue Finish – Inspired by classic Indian window architecture, enhanced with an eye-catching blue color that adds a royal and artistic touch.",https://m.media-amazon.com/images/I/611sf5IJc5L.jpg,https://m.media-amazon.com/images/I/71jy73zmEsL.jpg,https://m.media-amazon.com/images/I/71W-wGJpTxL.jpg,https://m.media-amazon.com/images/I/71-DpUF+l1L.jpg,https://m.media-amazon.com/images/I/71KSuwPnTZL.jpg
"Wooden Jharokha Wall Decor Frame | Traditional Indian Window Style Wall Hanging for Living Room, Hallway, Bedroom & Home Interior Decoration-Brown",LF/Brown Jharokhe,Artisan,Painted Wooden Decor,handcrafted-india,,Hand Painted,,Wood,Brown,Standard,,,589,999,70,,Yes,No,No,No,Yes,,"Classic Jharokha Design with Rich Brown Finish – Inspired by traditional Indian window architecture, finished in an elegant brown tone that adds warmth and heritage charm to your decor.",https://m.media-amazon.com/images/I/51taAym5QsL.jpg,https://m.media-amazon.com/images/I/714SDe1qBzL.jpg,https://m.media-amazon.com/images/I/61KKMpIPp+L.jpg,https://m.media-amazon.com/images/I/71EVKov4gtL.jpg,https://m.media-amazon.com/images/I/71Kfkf3UvVL.jpg
"Wooden Jharokha Wall Decor Frame | Traditional Indian Window Style Wall Hanging for Living Room, Hallway, Bedroom & Ethnic Home Decoration-Green",LF/Green Jharokhe,Artisan,Painted Wooden Decor,handcrafted-india,,Hand Painted,,Wood,Green,Standard,,,499,999,60,,Yes,No,No,No,Yes,,"Traditional Jharokha Design with Elegant Green Finish – Inspired by classic Indian window architecture, enhanced with a refreshing green tone that adds a vibrant ethnic touch to your decor.",https://m.media-amazon.com/images/I/61EsiHY0ASL.jpg,https://m.media-amazon.com/images/I/710IdjbaOsL.jpg,https://m.media-amazon.com/images/I/711mr1A5UDL.jpg,https://m.media-amazon.com/images/I/71ktJb0B2FL.jpg,https://m.media-amazon.com/images/I/71F-AZtdIGL.jpg
"Wooden Jharokha Wall Decor Frame, Traditional Indian Window Style Wall Hanging for Living Room, Hallway & Home Decoration",Wooden Jharokha_PR,Artisan,Painted Wooden Decor,handcrafted-india,,Hand Painted,,Wood,Brown,Small,,,1199,2999,1,,Yes,No,No,No,Yes,,Features jharokha art adding a unique visual identity,https://m.media-amazon.com/images/I/615qZ4QA-AL.jpg,https://m.media-amazon.com/images/I/71HJiTll-WL.jpg,https://m.media-amazon.com/images/I/713NMdu4KuL.jpg,https://m.media-amazon.com/images/I/71i83kJB6KL.jpg,https://m.media-amazon.com/images/I/71vU34WKJxL.jpg
"Wooden Slipper Shape Decorative Showpiece for Home Entrance & Living Room, Unique Ethnic Floor Decor Item for Traditional Home Styling",Wooden Slipper Decor_PR,Artisan,Painted Wooden Decor,handcrafted-india,,Hand Painted,,Wood,Multicolor,Small,,,999,2999,1,,Yes,No,No,No,Yes,,Features slipper design adding a unique visual identity,https://m.media-amazon.com/images/I/61F8M76V1vL.jpg,https://m.media-amazon.com/images/I/71Jd-oLZhhL.jpg,https://m.media-amazon.com/images/I/71eCIkduRDL.jpg,https://m.media-amazon.com/images/I/71r1+JcD9kL.jpg,https://m.media-amazon.com/images/I/71PSeph3LVL.jpg
"Handcrafted Hanging Bell Wind Chime for Home Entrance – Evil Eye Ceramic Bells with Wooden Ring & Black Braided Cord, Decorative Door Wall Hanging for Positive Energy, Vastu Protection & Gift Item",AWH-EYE-BLK-3B-28,Minimal,Wind Chimes,boho-living,Modern,,,Ceramic (Handcrafted Bells),Black Blue White Natural Wood,Standard,,,669,1899,59,,No,No,No,No,Yes,,Handcrafted hanging bell wind chime designed to enhance home decor with a traditional and elegant look,https://m.media-amazon.com/images/I/514ESEInzsL.jpg,https://m.media-amazon.com/images/I/71cAs1Lv4XL.jpg,https://m.media-amazon.com/images/I/71-K8IBuc4L.jpg,https://m.media-amazon.com/images/I/71SSDkOk1mL.jpg,https://m.media-amazon.com/images/I/71bx+M4rbEL.jpg
"Handcrafted Hanging Bell Wind Chime for Home Entrance – Evil Eye Ceramic Bells with Multicolor Beads & Wooden Ring, Decorative Door Wall Hanging for Positive Energy, Vastu Protection & Gift Item",AWH-MULTI-3B-27,Minimal,Wind Chimes,boho-living,Modern,,,Ceramic (Handcrafted Bells),Blue White Natural Wood,Standard,,,679,1899,59,,No,No,No,No,Yes,,Handcrafted hanging bell wind chime designed to enhance home decor with a traditional and elegant look,https://m.media-amazon.com/images/I/517EVSfyeEL.jpg,https://m.media-amazon.com/images/I/71KQD7aKzuL.jpg,https://m.media-amazon.com/images/I/61NLasiFcNL.jpg,https://m.media-amazon.com/images/I/71TFsJYFL9L.jpg,https://m.media-amazon.com/images/I/71K4CEr1b7L.jpg
"Handcrafted Hanging Bell Wind Chime for Home Entrance – Evil Eye Ceramic Bell with Wooden Ring & Blue Braided Cord, Decorative Door Wall Hanging for Positive Energy, Vastu Protection & Gift Item",AWHBLU128,Minimal,Wind Chimes,boho-living,Modern,,,Ceramic,"Blue, White & Multicolor Floral with Natural Wood",Standard,,,399,999,59,,No,No,No,No,Yes,,Handcrafted hanging bell wind chime designed to enhance home decor with a natural and elegant look,https://m.media-amazon.com/images/I/51FMIy4Tl+L.jpg,https://m.media-amazon.com/images/I/71ogRDCURnL.jpg,https://m.media-amazon.com/images/I/61fm0MC2bZL.jpg,https://m.media-amazon.com/images/I/71HMF+dGm2L.jpg,https://m.media-amazon.com/images/I/71TXSXXM+jL.jpg
"Handcrafted Hanging Bell Wind Chime for Home Entrance – Floral Ceramic Bell with Wooden Ring & Green Braided Cord, Decorative Door Wall Hanging for Positive Energy, Vastu Decor & Gift Item",AWHGRN125,Minimal,Wind Chimes,boho-living,Modern,,,Ceramic,"Green, White & Multicolor Floral with Natural Wood",Standard,,,399,999,50,,No,No,No,No,Yes,,Handcrafted hanging bell wind chime designed to enhance home decor with a natural and elegant look,https://m.media-amazon.com/images/I/51QLgVqmflL.jpg,https://m.media-amazon.com/images/I/71Sm23iLhJL.jpg,https://m.media-amazon.com/images/I/6181w7VBW9L.jpg,https://m.media-amazon.com/images/I/71OZliind2L.jpg,https://m.media-amazon.com/images/I/71lUEpP5tuL.jpg
"Handcrafted Hanging Bell Wind Chime for Home Entrance – Floral Ceramic Bell with Wooden Ring & Red Braided Cord, Decorative Door Wall Hanging for Positive Energy, Vastu Decor & Gift Item",AWHRED128,Minimal,Wind Chimes,boho-living,Modern,,,Ceramic,"Red, White & Multicolor Floral with Natural Wood",Standard,,,395,999,60,,No,No,No,No,Yes,,Handcrafted hanging bell wind chime designed to enhance home decor with a natural and elegant look,https://m.media-amazon.com/images/I/51IZDqtIeML.jpg,https://m.media-amazon.com/images/I/61WKJu3SESL.jpg,https://m.media-amazon.com/images/I/61Xkr+HLZaL.jpg,https://m.media-amazon.com/images/I/7188Fcud+CL.jpg,https://m.media-amazon.com/images/I/71IOKYf8aXL.jpg
"Handcrafted Hanging Bell Wind Chime for Home Entrance – Ceramic Heart Design Bells with Wooden Beads & Red Cord, Decorative Door Wall Hanging for Positive Energy, Vastu Decor & Gift Item",AWHRED325INCH,Minimal,Wind Chimes,boho-living,Modern,,,Ceramic (Handcrafted Bells),Red White Natural Wood,Standard,,,689,1899,59,,No,No,No,No,Yes,,Handcrafted hanging bell wind chime designed to enhance home decor with a traditional and elegant look,https://m.media-amazon.com/images/I/51LdrNKX4fL.jpg,https://m.media-amazon.com/images/I/71Ijym3ImzL.jpg,https://m.media-amazon.com/images/I/61vjvVCztpL.jpg,https://m.media-amazon.com/images/I/71tr1hMg2ZL.jpg,https://m.media-amazon.com/images/I/71HX23pzvLL.jpg
"Handcrafted Hanging Bell Wind Chime for Home Entrance - Ceramic Heart Bells with Wooden Ring & Red Braided Cord, Vastu Positive Energy Door Wall Decor & Unique Gift Item",AWHRED328,Minimal,Wind Chimes,boho-living,Modern,,,Ceramic (Handcrafted Bells),Red White Natural Wood,Standard,,,669,1899,5,,No,No,No,No,Yes,,"Decorative Hanging Bell Wind Chime with Wooden Ring & Braided Rope – Ceramic Heart Bells for Home Decor, Door Entrance & Good Luck Vastu Gift",https://m.media-amazon.com/images/I/51zdN8gjAoL.jpg,https://m.media-amazon.com/images/I/71fKHXDxJyL.jpg,https://m.media-amazon.com/images/I/71IRFUXn7VL.jpg,https://m.media-amazon.com/images/I/71Xpvj111UL.jpg,https://m.media-amazon.com/images/I/71O4mZQPE-L.jpg
